Timestamp,UID,machine1,machine2,machine3,machine4,machine5,machine6,machine7,machine8,machine9,machine10,machine11,machine12,machine13,machine14,machine15,machine16,machine17,machine18,machine19,machine20,machine21
1671128683759,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671128712489,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671128734978,sensor3,,,,,,,,,,,,,,,,,1,1,0,1,0
1671128743749,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671128772495,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671128794975,sensor3,,,,,,,,,,,,,,,,,1,1,0,1,0
1671128803755,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671128832525,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671128855069,sensor3,,,,,,,,,,,,,,,,,1,1,0,1,0
1671128863788,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671128892606,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671128915095,sensor3,,,,,,,,,,,,,,,,,1,1,0,1,0
1671128923763,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671128952791,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671128975108,sensor3,,,,,,,,,,,,,,,,,1,1,0,1,0
1671128983785,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671129012626,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671129035319,sensor3,,,,,,,,,,,,,,,,,1,1,0,1,0
1671129043808,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671129072655,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671129095480,sensor3,,,,,,,,,,,,,,,,,1,1,0,1,0
1671129103814,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671129132843,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671129155144,sensor3,,,,,,,,,,,,,,,,,1,1,0,1,0
1671129163820,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671129192633,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671129215121,sensor3,,,,,,,,,,,,,,,,,1,1,0,1,0
1671129223818,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671129252569,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671129275062,sensor3,,,,,,,,,,,,,,,,,1,1,0,1,0
1671129283827,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671129312558,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671129335082,sensor3,,,,,,,,,,,,,,,,,1,1,0,1,0
1671129343847,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671129372576,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671129395063,sensor3,,,,,,,,,,,,,,,,,1,1,0,1,0
1671129403849,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671129432591,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671129455185,sensor3,,,,,,,,,,,,,,,,,1,1,0,1,0
1671129463838,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671129492680,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671129515198,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671129523866,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671129552680,sensor1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,
1671129585669,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671129586162,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671129586539,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671129590809,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671129645413,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671129646454,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671129646704,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671129706704,sensor1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,
1671129720509,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671129721098,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671129726141,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671129748464,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671129772281,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671129780079,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671129792627,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671129818377,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671129823905,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671129852641,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671129875148,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671129883913,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671129912657,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671129935148,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671129943937,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671129972681,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671129995135,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671130007683,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671130032653,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671130055442,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671130063975,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671130093120,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671130115556,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671130123940,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671130153120,sensor1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,
1671130183567,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671130183942,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671130184200,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671130236571,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671130244590,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671130248488,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671130276457,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671130295175,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671130303963,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671130332800,sensor1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671130355602,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671130363964,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671130412278,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671130418160,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671130420767,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671130424201,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671130456009,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671130475207,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671130484013,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671130512731,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671130535214,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671130544005,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671130572737,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671130595211,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671130604001,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671130633150,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671130655316,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671130664016,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671130706401,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671130710540,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671130715258,sensor3,,,,,,,,,,,,,,,,,0,1,0,1,0
1671130724239,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671130756006,sensor1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671130775240,sensor3,,,,,,,,,,,,,,,,,0,1,0,1,0
1671130784038,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671130812881,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671130835732,sensor3,,,,,,,,,,,,,,,,,0,1,0,1,0
1671130844028,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671130873201,sensor1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671130895712,sensor3,,,,,,,,,,,,,,,,,0,1,0,1,0
1671130904044,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671130932863,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671130955764,sensor3,,,,,,,,,,,,,,,,,0,1,0,1,0
1671130964073,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671130993339,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671131015731,sensor3,,,,,,,,,,,,,,,,,0,1,0,1,0
1671131024075,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671131052802,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671131075278,sensor3,,,,,,,,,,,,,,,,,0,1,0,1,0
1671131084077,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671131112808,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671131135294,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671131144072,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671131172818,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671131195299,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671131204086,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671131233266,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671131256157,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671131264430,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671131293665,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671131316020,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
1671131325345,sensor2,,,,,,,,,1,1,0,0,1,0,0,0,,,,,
1671131366192,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671131370296,sensor1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1671131376571,sensor3,,,,,,,,,,,,,,,,,0,1,0,0,0
